SRCID,RA,DEC,n_obs,n_obs_uvot,n_obs_xrt,total_uvot_exp,total_xrt_exp
57827,183.75206520905,14.038596931294,73,71,72,99326.885,101815.033
55654,183.76560802786,14.030622234664,73,71,72,99326.885,101815.033
117227,10.17415316004,41.531267393424,72,71,71,205127.95899999997,206432.714
174436,55.051229255275,-35.628079142081,72,72,72,192321.256,196212.477
292677,170.07938442214,13.026391692412,72,71,72,122363.05500000001,125425.42799999999
174455,55.036069438668,-35.630084509321,72,72,72,192321.256,196212.477
318028,140.55864198335,50.967265353302,71,70,71,75995.15199999997,76572.72600000001
318539,140.46814985946,50.977596722225,71,70,71,92330.67799999999,92900.45800000003
36050,198.90690387876,42.037567802074,70,70,70,122160.357,123613.20000000001
292713,170.0734899836,12.945486569831,69,68,69,118668.725,121657.792
362923,198.91388191942,42.040774564251,69,69,69,119697.43400000001,121117.177
291069,179.39054102102,55.453089686641,69,69,69,134450.867,140312.984
291050,179.40494950069,55.454296774512,69,69,69,134450.867,140312.984
291326,178.93227444658,55.320678434561,69,69,69,134450.867,140312.984
362912,198.90160239868,42.023191130534,67,67,67,118639.85100000002,120030.386
43244,198.9138678586,42.031659914017,66,66,66,118200.37700000001,119579.078
5230,202.36453021882,58.426121622935,66,66,66,158103.516,158264.33
329731,202.3821174631,58.380580750789,66,66,66,158103.516,158264.33
26584,202.39843645047,58.440727768516,66,66,66,158103.516,158264.33
5218,202.41084255837,58.41826618109,66,66,66,158103.516,158264.33
21824,202.40224458285,58.387151739143,66,66,66,158103.516,158264.33
362917,198.91981256099,42.030526896295,64,64,64,116467.48100000001,117823.81999999999
17151,50.77358659438,-37.186452628987,63,62,63,124505.37400000001,126709.58300000001
156710,50.676436524879,-37.123536521566,63,62,63,124505.37400000001,126709.58300000001
156738,50.708111800594,-37.144731044777,63,62,63,124505.37400000001,126709.58300000001
58521,50.713351543117,-37.136427003791,63,62,63,124505.37400000001,126709.58300000001
52740,50.620382711514,-37.211316061918,62,61,62,124153.402,126351.94499999999
37792,50.686237923541,-37.247763185044,62,61,62,124153.402,126351.94499999999
158445,50.630587319606,-37.225597177045,62,61,62,124153.402,126351.94499999999
156766,50.707016159237,-37.097697338244,62,61,62,123612.193,125809.468
17412,50.713527902513,-37.16351304096,62,61,62,124494.38500000001,126697.05600000001
363898,198.98072142459,42.06648357687,62,62,62,114168.92800000001,115490.719
363914,198.99518193416,42.034363934238,62,62,62,114645.53899999999,115972.99100000001
57803,50.720903210707,-37.129811645109,62,61,62,123612.193,125809.468
156747,50.722319302839,-37.250923828321,62,61,62,124153.402,126351.94499999999
32009,198.97425719478,42.018308478612,61,61,61,113974.93500000001,115276.641
34253,198.93299816073,41.986612300054,61,61,61,113974.93500000001,115276.641
30143,198.91918320595,41.98429299686,61,61,61,113974.93500000001,115276.641
53736,50.705419856422,-37.26094391791,61,60,61,123379.355,125569.67199999999
363961,199.07059843897,42.01934202431,61,61,61,113974.93500000001,115276.641
363982,199.02138278863,42.045120380002,61,61,61,113974.93500000001,115276.641
32114,199.00888102813,42.031204975527,61,61,61,113974.93500000001,115276.641
29420,198.97182514853,42.037549109936,61,61,61,113948.56700000001,115270.08499999999
313586,154.31260638222,73.414729629599,60,59,59,102190.66799999999,100824.15500000001
158435,50.577771417625,-37.215044644612,60,59,60,123008.781,125196.64499999999
26061,50.582847175751,-37.224071151217,60,59,60,123008.781,125196.64499999999
358128,184.63019907924,47.322951841127,57,56,56,82582.269,81809.587
358360,184.80010079508,47.232535782659,57,56,56,82582.269,81809.587
48999,184.75621513715,47.257470285852,57,56,56,82582.269,81809.587
4120,184.68296512845,47.292237719021,57,56,56,82582.269,81809.587
5402,184.69311151387,47.241158821433,57,56,56,82582.269,81809.587
4101,184.74103001746,47.268748159878,57,56,56,82582.269,81809.587
4392,184.77003660315,47.267518946355,57,56,56,82582.269,81809.587
42237,184.73399033138,47.252157193454,57,56,56,82582.269,81809.587
4154,184.70627335899,47.279566128562,57,56,56,82582.269,81809.587
358015,184.70414210534,47.247018654501,57,56,56,82582.269,81809.587
358367,184.80485006669,47.236354923219,57,56,56,82582.269,81809.587
4163,184.72809592706,47.280578086544,57,56,56,82582.269,81809.587
358072,184.72807798626,47.232994656537,57,56,56,82582.269,81809.587
358324,184.76824981259,47.248308552168,57,56,56,82582.269,81809.587
18013,56.293216566286,68.041930327682,56,56,56,166067.34999999998,169202.701
172942,56.341799717201,68.113695900743,56,56,56,166067.34999999998,169202.701
19478,56.448089978119,68.096175806262,56,56,56,166067.34999999998,169202.701
19466,56.484873548776,67.990297967577,56,56,56,166067.34999999998,169202.701
45773,56.522483192856,68.19895195693,56,56,56,166067.34999999998,169202.701
34646,56.610061056773,68.081906116298,56,56,56,166067.34999999998,169202.701
173191,56.482084740967,68.005665742168,56,56,56,166067.34999999998,169202.701
37693,56.404649795805,68.125825311304,56,56,56,166067.34999999998,169202.701
173181,56.622439639873,68.175431691226,56,56,56,166067.34999999998,169202.701
10402,56.416605407681,68.052644004795,56,56,56,166067.34999999998,169202.701
358052,184.69860120756,47.348530027636,56,55,55,82355.488,81576.552
11177,56.688853973025,68.162948789688,56,56,56,166067.34999999998,169202.701
4375,184.69703147318,47.339361792284,56,55,55,82355.488,81576.552
173155,56.369677207067,68.18433821784,56,56,56,166067.34999999998,169202.701
10328,56.481671037597,68.082147233563,56,56,56,166067.34999999998,169202.701
173134,56.406776245029,68.11174873839,56,56,56,166067.34999999998,169202.701
14173,56.611333011062,68.071659109752,56,56,56,166067.34999999998,169202.701
37032,56.68285205036,68.184122093472,56,56,56,166067.34999999998,169202.701
10613,56.526572262184,68.175064032955,56,56,56,166067.34999999998,169202.701
10388,56.564480638063,68.18697299137,56,56,56,166067.34999999998,169202.701
10494,56.498450371182,68.093968759006,56,56,56,166067.34999999998,169202.701
10658,56.592134250043,68.084828235384,56,56,56,166067.34999999998,169202.701
172938,56.357126215482,68.027433096383,56,56,56,166067.34999999998,169202.701
172940,56.339188658932,68.121062971068,56,56,56,166067.34999999998,169202.701
21736,56.289590033388,68.149182332674,56,56,56,166067.34999999998,169202.701
11205,56.845363769375,68.149798612735,55,55,55,164827.34900000005,167961.584
17104,56.770418254316,68.088151490516,55,55,55,164827.34900000005,167961.584
17265,56.720523846881,68.084749388379,55,55,55,164827.34900000005,167961.584
17024,56.767065819461,68.151788578143,55,55,55,164827.34900000005,167961.584
11496,184.73165620438,47.340273970852,55,54,54,81670.77399999999,80884.449
19010,56.844131238187,68.261082109483,55,55,55,164827.34900000005,167961.584
12408,56.719791431827,68.145831346563,55,55,55,164827.34900000005,167961.584
172642,56.929389538347,68.115556447447,55,55,55,164827.34900000005,167961.584
172656,56.944804716705,68.208862546297,55,55,55,164827.34900000005,167961.584
172707,56.997332039161,68.181138898882,55,55,55,164827.34900000005,167961.584
172712,57.108046406366,68.138086615518,55,55,55,164827.34900000005,167961.584
173053,56.713373292028,68.120648784948,55,55,55,164827.34900000005,167961.584
173109,56.783365733052,68.18346018819,55,55,55,164827.34900000005,167961.584
173123,56.795477329751,68.048280506074,55,55,55,164827.34900000005,167961.584
173179,56.621791681661,68.021288027832,55,55,55,164827.34900000005,167961.584
173068,56.665932100929,68.087980757963,55,55,55,164827.34900000005,167961.584
173091,56.840211243898,68.241809859698,55,55,55,164827.34900000005,167961.584
10449,56.739758168131,68.10553658275,55,55,55,164827.34900000005,167961.584
11164,56.828996929623,68.191245099852,55,55,55,164827.34900000005,167961.584
10542,56.681074941743,68.103186243637,55,55,55,164827.34900000005,167961.584
10702,57.029317540641,68.081252472534,55,55,55,164827.34900000005,167961.584
49213,10.165962963404,41.551162860503,55,54,54,144500.14399999997,145567.266
11096,56.39198630234,67.986582179055,55,55,55,165403.79700000002,168533.25499999998
39689,56.74813339536,68.05439979764,55,55,55,164827.34900000005,167961.584
10687,56.713964540949,68.00792584867,55,55,55,164827.34900000005,167961.584
58590,57.051041279349,68.147541633632,55,55,55,164827.34900000005,167961.584
10673,56.758981818063,68.043962896467,55,55,55,164827.34900000005,167961.584
13749,57.075583958195,68.03460787132,54,54,54,164163.79600000003,167292.138
358247,184.8229881039,47.292615266577,54,53,53,80969.136,80177.39499999999
22518,56.636667642585,67.981681533419,54,54,54,164163.79600000003,167292.138
11109,184.85838134747,47.26424813037,54,53,53,80969.136,80177.39499999999
22530,56.72377406525,67.984139147929,54,54,54,164163.79600000003,167292.138
20396,184.857395678,47.275536216528,54,53,53,80969.136,80177.39499999999
18461,56.664753679881,67.930942844188,54,54,54,164163.79600000003,167292.138
172672,56.904804812273,67.967044312106,54,54,54,164163.79600000003,167292.138
172676,56.883796739063,67.97654436043,54,54,54,164163.79600000003,167292.138
172702,57.023085813781,68.027220996696,54,54,54,164163.79600000003,167292.138
57208,184.64255401236,47.401442817532,53,52,52,80732.822,79934.34899999999
358036,184.71206530981,47.413980292511,53,52,52,80732.822,79934.34899999999
358027,184.71325335451,47.419489246124,53,52,52,80732.822,79934.34899999999
57136,184.67561666278,47.395771754912,53,52,52,80732.822,79934.34899999999
358198,184.65432277521,47.419615496605,53,52,52,80732.822,79934.34899999999
7419,184.73037965995,47.383878019169,53,52,52,80732.822,79934.34899999999
5219,184.68963843158,47.405614921904,53,52,52,80732.822,79934.34899999999
5241,184.73479302729,47.356885273553,53,52,52,80732.822,79934.34899999999
5303,184.69220559709,47.386625530199,53,52,52,80732.822,79934.34899999999
5353,184.70201807831,47.425757910461,53,52,52,80732.822,79934.34899999999
19411,184.7024522382,47.373756752435,53,52,52,80732.822,79934.34899999999
158728,50.276269840939,-37.102098698311,53,52,53,118981.34599999999,121235.98099999999
226519,339.22592188848,34.440985015158,52,52,52,115432.86899999999,121536.603
226380,339.27343318824,34.447753201615,52,52,52,116295.852,122406.63099999998
34759,339.27745278516,34.438773191032,52,52,52,116295.852,122406.63099999998
100419,24.217966509641,15.794212080156,51,51,51,104993.728,110897.59599999999
100421,24.20427914956,15.758019300778,51,51,51,104993.728,110897.59599999999
48463,24.098477897751,15.750402462699,51,51,51,104993.728,110897.59599999999
100794,24.113212312676,15.835274470737,51,51,51,104993.728,110897.59599999999
39795,24.18261532319,15.732675289897,51,51,51,104993.728,110897.59599999999
100854,24.152081603228,15.843423233764,51,51,51,104993.728,110897.59599999999
38292,24.148775884989,15.765711724439,51,51,51,104993.728,110897.59599999999
33901,24.132476581768,15.813368973547,51,51,51,104993.728,110897.59599999999
56509,339.29211984332,34.396257930727,51,51,51,115299.337,121403.716
57199,24.209343197735,15.824482975849,51,51,51,104993.728,110897.59599999999
31176,24.126556534974,15.755357130299,51,51,51,104993.728,110897.59599999999
58119,24.247736755043,15.775728925279,51,51,51,104993.728,110897.59599999999
55042,24.110678670067,15.749400486936,51,51,51,104993.728,110897.59599999999
53408,24.220673871153,15.835657225961,51,51,51,104993.728,110897.59599999999
37769,24.19203444728,15.739822240385,51,51,51,104993.728,110897.59599999999
43712,24.133717320918,15.752361981549,51,51,51,104993.728,110897.59599999999
29711,24.197853035717,15.79569560385,51,51,51,104993.728,110897.59599999999
226404,339.25367096885,34.451101572814,51,51,51,115257.63299999999,121356.086
42924,339.28926300865,34.417209835379,51,51,51,115299.337,121403.716
100872,24.165329749162,15.70725600703,51,51,51,104993.728,110897.59599999999
30062,24.116132753265,15.797842390928,51,51,51,104993.728,110897.59599999999
29665,24.104932221579,15.816392279152,51,51,51,104993.728,110897.59599999999
29790,24.21314224004,15.762771331076,51,51,51,104993.728,110897.59599999999
29226,24.163284953181,15.719633511756,51,51,51,104993.728,110897.59599999999
28555,150.51178699591,55.649824299462,50,50,50,56075.84999999999,56032.448000000004
40237,339.27256513973,34.426266417349,50,50,50,114261.118,120353.17099999999
310464,150.47240388044,55.71044330445,50,50,50,56075.84999999999,56032.448000000004
39233,150.4566751874,55.741122657284,50,50,50,56075.84999999999,56032.448000000004
30058,150.31286831863,55.719699683192,50,50,50,56075.84999999999,56032.448000000004
226383,339.26431752922,34.409595539132,50,50,50,114261.118,120353.17099999999
226379,339.27372889034,34.403837464848,50,50,50,114261.118,120353.17099999999
226376,339.2721584078,34.396663425288,50,50,50,114261.118,120353.17099999999
68924,94.86552529232,78.366931241927,49,49,49,88638.02299999999,92042.047
68916,94.807791992523,78.362384870785,49,49,49,88638.02299999999,92042.047
349303,186.78367415347,9.4298860682572,48,46,47,109456.516,112091.18
349185,186.79710553418,9.4257728965454,48,46,47,109456.516,112091.18
362157,196.03949031981,-10.327555622499,47,43,45,90620.394,99811.281
309075,130.90058747881,-78.942272266126,45,44,45,33680.369,34463.774999999994
50268,10.2042734779,41.608700672767,45,45,45,122858.773,124221.44499999999
29174,346.21803630794,12.329259250545,44,41,43,88204.294,89824.355
228398,346.22659918777,12.336332261723,44,41,43,88204.294,89824.355
29687,346.24032336535,12.340949544477,44,41,43,88204.294,89824.355
279309,165.70935074705,-23.595800218284,44,43,43,62100.778999999995,63036.29299999999
28571,346.21476823923,12.307337148123,44,41,43,88204.294,89824.355
51071,207.17789883344,-30.219661350712,43,41,42,115428.034,118588.11300000001
351934,188.65387929646,2.1476019565077,43,43,42,72298.97699999998,73190.66100000001
287992,175.47299944595,10.3016124146,43,42,43,33124.925,33403.049
351935,188.65065597019,2.1670142772296,42,42,41,71952.499,72842.625
10333,40.106791500023,-8.4082823097818,41,41,41,112553.47499999999,114402.929
58294,40.117085856452,-8.4367243680889,41,41,41,112553.47499999999,114402.929
24999,40.092883146268,-8.4079823698144,41,41,41,112553.47499999999,114402.929
285960,176.21547412232,19.452909081768,41,39,41,64318.62899999999,67689.386
159658,40.08679606051,-8.4234595124481,41,41,41,112553.47499999999,114402.929
364714,197.58304722121,32.480495160283,40,40,39,96566.546,93801.008
97113,23.614256431463,-29.409501625048,40,40,40,92270.573,93787.674
66247,16.864071707704,32.321107124614,39,39,39,57409.429999999986,58776.134999999995
53545,192.36122512174,-41.487557636214,39,39,39,50050.89700000001,51389.80299999999
122918,16.854882563855,32.300216932135,39,39,39,57409.429999999986,58776.134999999995
102975,35.651887861507,42.359642720782,39,38,39,73005.998,73483.21499999998
102935,35.639264921512,42.340796872929,39,38,39,73005.998,73483.21499999998
351865,188.63557769804,2.1819675297115,39,39,38,69087.65699999999,69880.09800000001
103182,35.675666077886,42.400726560815,38,38,38,72333.872,72659.635
12550,40.255698698337,-8.2416340180471,38,38,38,103986.963,105556.346
159833,40.252944194231,-8.2487911142394,38,38,38,103986.963,105556.346
103170,35.686267939515,42.41470342575,38,38,38,72333.872,72659.635
102988,35.654799351037,42.366176799733,38,38,38,73005.998,73334.97399999999
351990,188.60278159226,2.176801459551,38,38,37,68549.868,69340.967
102965,35.66330949968,42.391259142742,38,38,38,73005.998,73334.97399999999
351847,188.63252904243,2.1893363349582,38,38,37,68549.868,69340.967
41605,40.677639962434,-0.0578470907428196,38,38,38,86605.31900000002,88084.051
102971,35.652974377351,42.375026193426,38,38,38,73005.998,73334.97399999999
290179,178.46967892688,52.298937551047,38,38,38,93217.528,94005.30200000001
290183,178.45844669104,52.34223761955,38,38,38,93217.528,94005.30200000001
290316,178.42633994513,52.311363271953,38,38,38,93217.528,94005.30200000001
28943,187.62719824611,41.69504873586,37,37,37,78878.36500000002,81691.289
308112,133.75720519772,78.227260538235,37,36,37,86516.08700000001,86422.76500000001
349814,187.62854097609,41.694864727843,37,37,37,78878.36500000002,81691.289
349753,187.61447859751,41.705769403092,37,37,37,78878.36500000002,81691.289
102912,35.648884367507,42.39590460796,37,37,37,72268.712,72591.94799999999
103027,35.613655043944,42.297001883819,37,36,37,71929.682,72392.93699999999
366872,192.57742130936,25.424593271007,36,34,36,26962.034,27762.445
103016,35.61030800939,42.309210486606,36,35,36,71492.304,71580.04599999999
366739,192.64928740267,25.543681902242,36,34,36,26962.034,27762.445
366750,192.65360419034,25.507992070017,36,34,36,26962.034,27762.445
366766,192.62454614081,25.440427518104,36,34,36,26962.034,27762.445
366773,192.635376962,25.520508046824,36,34,36,26962.034,27762.445
366781,192.63400692942,25.469336637063,36,34,36,26962.034,27762.445
27414,93.873664963792,71.028032268779,36,36,36,124989.942,125132.07
102998,35.615305477687,42.352377744054,36,35,36,71492.304,71580.04599999999
366733,192.60724109174,25.524771997778,36,34,36,26962.034,27762.445
366792,192.55503593585,25.496047441961,36,34,36,26962.034,27762.445
366812,192.54392259683,25.435632209857,36,34,36,26962.034,27762.445
366822,192.5508454772,25.43411818954,36,34,36,26962.034,27762.445
366836,192.58466455421,25.428252892656,36,34,36,26962.034,27762.445
48401,40.618670693591,-0.0345074940430237,36,36,36,86444.96600000001,87921.095
366855,192.57270364378,25.459660482719,36,34,36,26962.034,27762.445
366868,192.576760384,25.469923676476,36,34,36,26962.034,27762.445
366687,192.61541567875,25.458698913397,36,34,36,26962.034,27762.445
366723,192.60986542304,25.555473925657,36,34,36,26962.034,27762.445
366689,192.61471670046,25.523211602701,36,34,36,26962.034,27762.445
366704,192.62263868304,25.556034809234,36,34,36,26962.034,27762.445
366720,192.60042724373,25.54656302345,36,34,36,26962.034,27762.445
4349,93.783321162313,71.124851397146,36,36,36,124989.942,125132.07
90011,93.937887207515,71.041124562827,36,36,36,124989.942,125132.07
366714,192.60411573377,25.515143806436,36,34,36,26962.034,27762.445
16779,192.71854775677,41.04868275907,35,35,35,39292.03799999999,39467.18
17135,192.76888389495,41.123893581035,35,35,35,39292.03799999999,39467.18
18711,192.64568642323,41.129144754583,35,35,35,39292.03799999999,39467.18
16338,192.69862372196,41.08673564311,35,35,35,39292.03799999999,39467.18
371067,192.83983013584,41.098111769072,35,35,35,39292.03799999999,39467.18
22595,192.63886882883,41.08720744445,35,35,35,39292.03799999999,39467.18
370735,192.74927630327,41.048540076363,35,35,35,39292.03799999999,39467.18
370751,192.76230214087,41.085118265122,35,35,35,39292.03799999999,39467.18
370813,192.76820701001,41.139546113003,35,35,35,39292.03799999999,39467.18
40408,192.71789979475,41.150677192122,35,35,35,39292.03799999999,39467.18
60411,192.81365927098,41.077787551225,35,35,35,39292.03799999999,39467.18
32648,192.6742232018,41.09920443478,35,35,35,39292.03799999999,39467.18
366712,192.6022815671,41.109129892023,35,35,35,39292.03799999999,39467.18
366707,192.61870716535,41.148036432316,35,35,35,39292.03799999999,39467.18
295361,172.0115185101,78.998198094316,35,35,35,53704.695999999996,53783.331000000006
37667,192.75745609802,41.051459479932,35,35,35,39292.03799999999,39467.18
37576,192.65708241348,41.177466331684,35,35,35,39292.03799999999,39467.18
295327,172.02856298002,78.990438342759,35,35,35,53704.695999999996,53783.331000000006
18125,192.70910808,41.19190416698,35,35,35,39292.03799999999,39467.18
103472,35.600415467151,42.254640422218,35,34,35,70459.557,70542.02699999999
18208,192.64679476909,41.174228487363,35,35,35,39292.03799999999,39467.18
266604,324.1329628441,-54.565948033058,34,34,34,95250.40400000001,96919.05
31525,324.15320663999,-54.569745314759,34,34,34,95250.40400000001,96919.05
35286,324.14082150637,-54.567194427792,34,34,34,95250.40400000001,96919.05
28060,324.11479087018,-54.553120722833,34,34,34,95250.40400000001,96919.05
16336,324.08286254258,-54.529831558044,34,34,34,95250.40400000001,96919.05
266563,324.09383075073,-54.542634107773,34,34,34,95250.40400000001,96919.05
46969,324.10168892946,-54.561127751656,34,34,34,95250.40400000001,96919.05
48298,204.54456649959,-9.7905507595402,32,16,32,30004.620000000003,30573.08
353582,183.11143433693,29.188281985696,32,32,32,39328.051,40095.258
353604,183.08815720936,29.205417639479,32,32,32,39328.051,40095.258
327777,208.31304351973,40.348883280979,31,30,31,46083.915,46878.222
90133,114.19338000959,65.524087608817,31,30,30,78450.427,79245.887
90168,114.13420330201,65.533876233498,31,30,30,78450.427,79245.887
90105,113.87465312551,65.655283381501,31,30,30,78450.427,79245.887
17693,114.01767422227,65.596934876359,31,30,30,78450.427,79245.887
19547,113.9062379244,65.62184273171,31,30,30,78450.427,79245.887
90294,114.10307627839,65.527293630335,31,30,30,78450.427,79245.887
10918,248.10195270737,78.186471762682,31,30,31,60643.923,60709.554000000004
202946,248.12005228107,78.202942774389,31,30,31,60643.923,60709.554000000004
59826,114.13577133488,65.508583379909,31,30,30,78450.427,79245.887
327764,208.35039708816,40.36855723908,31,30,31,46083.915,46878.222
90330,114.08151061393,65.620031817061,31,30,30,78450.427,79245.887
16021,114.10656160223,65.594341256197,31,30,30,78450.427,79245.887
327790,208.33061265847,40.363185772025,31,30,31,46083.915,46878.222
90192,114.23611050022,65.508055114065,30,29,29,77398.118,78187.82200000001
354240,183.95501717842,36.362416094773,30,28,30,30353.092999999993,36792.636
16993,114.29815097982,65.562790625634,30,29,29,77398.118,78187.82200000001
90213,114.20867098085,65.600988040015,30,29,29,77398.118,78187.82200000001
90223,114.20182561185,65.685481252218,30,29,29,77398.118,78187.82200000001
16186,114.2591349233,65.659847416066,30,29,29,77398.118,78187.82200000001
15979,114.23149676878,65.594658824386,30,29,29,77398.118,78187.82200000001
90267,113.97556586121,65.715875961404,30,29,29,77398.118,78187.82200000001
89990,113.95147539507,65.701464380734,30,29,29,77398.118,78187.82200000001
90245,114.01889198002,65.699647126865,30,29,29,77398.118,78187.82200000001
354205,183.90942040907,36.34769501408,30,28,30,30353.092999999993,36792.636
354199,183.92239156379,36.354032047241,30,28,30,30353.092999999993,36792.636
89509,114.32877326338,65.514745716262,30,29,29,77398.118,78187.82200000001
89542,114.32503251657,65.4981814202,30,29,29,77398.118,78187.82200000001
89551,114.35126895125,65.632870033433,30,29,29,77398.118,78187.82200000001
89577,114.3407725771,65.55487711544,30,29,29,77398.118,78187.82200000001
89616,114.29633235705,65.47447448514,30,29,29,77398.118,78187.82200000001
307489,133.13908293218,33.377617852907,30,29,30,29021.675,28150.440999999995
89618,114.2945467325,65.70240244888,30,29,29,77398.118,78187.82200000001
89631,114.2768227807,65.70420438494,30,29,29,77398.118,78187.82200000001
89661,114.31083661032,65.533320747332,30,29,29,77398.118,78187.82200000001
89671,114.32096140372,65.599419340182,30,29,29,77398.118,78187.82200000001
50924,114.4095334371,65.608206772368,30,29,29,77398.118,78187.82200000001
89717,114.41921808218,65.527957911018,30,29,29,77398.118,78187.82200000001
89739,114.41528803258,65.556240023974,30,29,29,77398.118,78187.82200000001
89753,114.41851029548,65.589301672304,30,29,29,77398.118,78187.82200000001
89827,114.37991838738,65.650821063224,30,29,29,77398.118,78187.82200000001
89830,114.38372304788,65.512586425031,30,29,29,77398.118,78187.82200000001
89850,114.35839979708,65.615618100341,30,29,29,77398.118,78187.82200000001
34736,114.107316471,65.632766699411,30,29,29,77398.118,78187.82200000001
89852,114.35990657177,65.536237633362,30,29,29,77398.118,78187.82200000001
43838,114.31199614536,65.574764527479,30,29,29,77398.118,78187.82200000001
90296,114.10484780494,65.645240388851,30,29,29,77398.118,78187.82200000001
354161,183.93608189405,36.31243488318,30,28,30,30353.092999999993,36792.636
354192,183.89342527449,36.371692988842,30,28,30,30353.092999999993,36792.636
89875,114.40456135446,65.5335764819,30,29,29,77398.118,78187.82200000001
20055,114.14217300478,65.648649096487,30,29,29,77398.118,78187.82200000001
90870,114.51837276605,65.541891736332,30,29,29,77398.118,78187.82200000001
20881,114.28993835851,65.551759619954,30,29,29,77398.118,78187.82200000001
90907,114.4491459493,65.484942345756,30,29,29,77398.118,78187.82200000001
90797,114.49684176905,65.602766642601,30,29,29,77398.118,78187.82200000001
20199,114.39012229944,65.552121955598,30,29,29,77398.118,78187.82200000001
90804,114.49454011547,65.48556586097,30,29,29,77398.118,78187.82200000001
90303,114.10248141955,65.653739157632,30,29,29,77398.118,78187.82200000001
33716,114.25311068198,65.571560253443,30,29,29,77398.118,78187.82200000001
90455,114.57957087261,65.513715637598,30,29,29,77398.118,78187.82200000001
24719,114.27784287878,65.611271525034,30,29,29,77398.118,78187.82200000001
90300,114.10128868389,65.708884808788,30,29,29,77398.118,78187.82200000001
21110,114.28071019615,65.582576763668,30,29,29,77398.118,78187.82200000001
21114,114.50123061594,65.535093505852,30,29,29,77398.118,78187.82200000001
91123,114.53619951111,65.559019162092,30,29,29,77398.118,78187.82200000001
90978,114.47145087605,65.524514896767,30,29,29,77398.118,78187.82200000001
90973,114.47032744023,65.569271069346,30,29,29,77398.118,78187.82200000001
47282,114.36250806307,65.517253933157,30,29,29,77398.118,78187.82200000001
17040,114.17493510784,65.614294105936,30,29,29,77398.118,78187.82200000001
42210,20.006347222643,3.4032760175319,29,28,29,46182.883,47574.882
125773,20.029666812807,3.4261224241739,29,28,29,46182.883,47574.882
28544,19.928174485998,3.4062319864536,29,28,29,46182.883,47574.882
126220,19.987784743039,3.4498633337092,29,28,29,46182.883,47574.882
125779,20.024208342313,3.3803093185908,29,28,29,46182.883,47574.882
125783,20.040707027516,3.3843080555245,29,28,29,46182.883,47574.882
126228,19.986123747663,3.4235939565688,29,28,29,46182.883,47574.882
126236,19.991287426185,3.3757580964649,29,28,29,46182.883,47574.882
126247,19.973826360307,3.4260293391695,29,28,29,46182.883,47574.882
125823,20.085657008501,3.4077453282056,29,28,29,46182.883,47574.882
50524,20.010981492182,3.4169920669859,29,28,29,46182.883,47574.882
125789,20.03882347998,3.4083830185787,29,28,29,46182.883,47574.882
356718,186.24076913694,12.884805038233,28,28,28,56700.354,57147.386
356738,186.22923753959,12.878713959205,28,28,28,56700.354,57147.386
352754,188.92163051736,12.581038222084,28,27,28,53273.545,54075.096000000005
352749,188.92299291031,12.591891910685,28,27,28,53273.545,54075.096000000005
357748,186.25692930127,12.912956366925,28,28,28,56700.354,57147.386
357669,186.30769883729,12.878572851826,28,28,28,56700.354,57147.386
357593,186.63560818634,12.6041452307,28,28,28,55904.142,56350.448999999986
13415,186.41302316425,12.669291694211,28,28,28,55904.142,56350.448999999986
357351,186.47491533831,12.667793946018,28,28,28,55904.142,56350.448999999986
326570,210.91022060018,-33.964931416155,27,26,26,29236.748999999996,31237.424
286628,177.78905943337,-28.775793912889,27,26,27,28886.460000000003,29833.202
361268,195.14278194426,27.635127103831,27,27,27,53764.92,54930.026
28018,177.75027417096,-28.780622893544,27,26,27,28886.460000000003,29833.202
31242,177.77584160133,-28.780487017518,27,26,27,28886.460000000003,29833.202
38779,177.74141693838,-28.778469547173,27,26,27,28886.460000000003,29833.202
307400,133.18931850802,33.43471191134,27,26,27,28020.593,27142.703999999994
286605,177.80227049337,-28.794710431263,27,26,27,28886.460000000003,29833.202
227353,344.33357366136,-43.407179977961,27,27,27,57224.145000000004,59436.242999999995
33582,177.78978140034,-28.800132055589,27,26,27,28886.460000000003,29833.202
227515,344.30475581716,-43.425219335463,27,27,27,57224.145000000004,59436.242999999995
227512,344.30847323036,-43.3592430829,27,27,27,57224.145000000004,59436.242999999995
61869,175.95576294389,19.967159769951,27,18,26,23953.338,25306.863
227493,344.32304771019,-43.371630330047,27,27,27,57224.145000000004,59436.242999999995
358056,184.69037955989,14.446118235135,26,26,26,52329.489,53321.280999999995
367579,190.73995301558,2.6606735515014,25,25,25,32620.152000000002,34088.826
367601,190.7451281679,2.6686758034685,25,25,25,32620.152000000002,34088.826
351761,189.94645242911,-11.636679200841,24,23,24,20048.888,21415.244
351805,189.97476485882,-11.640115258305,24,23,24,20048.888,21415.244
246137,352.11972783982,22.434934125339,24,23,24,20691.992,21681.692
351798,189.98082024859,-11.646900962842,24,23,24,20048.888,21415.244
367992,190.60749866942,32.555946836998,24,24,24,32060.892,32468.101000000002
358031,184.7118166747,14.442613410672,24,24,24,38963.923,39850.331999999995
351824,189.96235590051,-11.640006997792,24,23,24,20048.888,21415.244
117007,10.050650325735,41.55422474208,24,24,24,54851.899999999994,55244.473
351843,189.96629500784,-11.597681795066,24,23,24,20048.888,21415.244
358090,184.71926617175,14.430302054357,23,23,23,34004.195999999996,34866.01899999999
358097,184.72455177364,14.448433162926,23,23,23,34004.195999999996,34866.01899999999
